Unique-id,namea,OffTask,Avgright,Avgbug,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avg recent5wrong,Avgmanywrong-up
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-97,stuZugulvw,N,1,0,1,115,6.443651239,-0.789712849,-1.2435515,0,2,0,27.14285714,1,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-98,stuZo1so4d,N,1,0,0,5,-0.34601088,-0.749874831,-0.130053388,0,0,0,7.425925926,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_09:32:55-99,stuZ7ftk3h,N,1,0,1,15,0.171746353,-0.460245159,0.268690079,0,1,0,14.42857143,1,1,3,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-10,stuZnt8mrw,N,1,0,0,7.5,-0.366568287,11.16540076,11.60768705,0,0,0,10.25,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-11,stuZlyhw0s,N,1,0,1,22,0.380505063,0.030981417,1.278275406,0,2,0,22,2,2,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-12,stuZ3ilopc,N,1,0,0,26,0.681900452,0,0,0,0,0,26,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-13,stuZmwzvdx,N,1,0,0,6.5,-0.414134607,-1.443051823,-2.373623348,0,0,0,8.6625,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-14,stuZc0q0x3,N,0,0,1,56,3.979875419,2.837330028,2.21588716,1,2,0,39,1,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-16,stuZy39wrp,N,0.5,0,0.5,12,0.381622924,-0.927839438,-1.368194835,0.5,0.5,0,6.75,0,0.5,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-17,stuZz7hnu0,N,0.666666667,0,0.666666667,7,-0.297476573,-0.057211139,-0.133799432,0.333333333,1.333333333,0.666666667,8,1,1,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-18,stuZy9ooyh,N,0,0,0.666666667,10.33333333,0.140967646,-1.322742023,-1.2279085,1,4,1,11.51428571,2,3,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-19,stuZsndnap,N,0,1,0.5,11,-0.1,-1.527493222,-1.81494149,1,1.5,1.5,9,0.5,0.5,0.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-20,stuZq7c6ht,N,1,0,0.5,20.5,0.723112251,3.48997553,2.885133511,0,0.5,0,33.75,0.5,0.5,3,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-22,stuZz2gmhc,N,0.666666667,0,0.666666667,8.666666667,-0.388431985,-1.634612399,-2.773056362,0.333333333,1.333333333,0,10.91666667,1,1,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-23,stuZ7pe2qa,N,1,0,0.5,6.5,-0.107585523,1.402478833,2.478417729,0,0,0,6.25,0.5,0.5,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-24,stuZq83gfs,Y,1,0,0,8,0,-0.152335881,0.882764601,0,0,0,8,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-25,stuZes44g9,N,0.666666667,0,0,6,-0.446624601,-0.842888677,-1.393903404,0.333333333,0.666666667,0,7.111111111,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-26,stuZa9ykl0,N,1,0,0,19,-0.663865546,-1.878287414,-3.056152442,0,0,0,39.66666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-28,stuZbesazn,N,0.5,0,0,13.5,0.006390116,-1.08885467,-2.656172711,0.5,1,0.5,11.25,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-3,stuZz2gmhc,N,1,0,0,13,-0.011565683,0,0,0,0,0,14.5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-30,stuZlyhw0s,N,0,1,0,23,0.398113883,2.083540328,0.475205623,1,2,2,18,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-31,stuZ3ilopc,N,1,0,0.5,8,-0.286890065,0.22253575,-0.382569062,0,0.5,0,9.25,0.5,0.5,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-32,stuZmwzvdx,N,1,0,1,14,0.192257341,-0.773198458,-2.105373113,0,1,0,14,1,1,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-34,stuZ7rnhoz,N,0,0,1,17.5,0.193426943,0.591513697,-0.177826578,1,2.5,0,18.77380952,1.5,1.5,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-35,stuZy39wrp,N,1,0,0,2.8,-0.449966342,-1.230637855,-1.854596458,0,1.2,0,6.297619048,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-37,stuZy9ooyh,N,1,0,0,2,-0.720245952,0.139783958,-0.683539939,0,1.333333333,0,2.083333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-39,stuZq7c6ht,N,0,1,0,9,-0.465867639,0.367301112,-0.849978498,1,1,1,9,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-4,stuZ7pe2qa,N,1,0,0.666666667,10,-0.057080578,0.559952225,0.527365844,0,0.666666667,0,15.81111111,0,0.666666667,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-40,stuZetcek4,N,0.666666667,0,0,16,0.672519429,12.88562544,18.36750744,0.333333333,0.333333333,0.333333333,16,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-41,stuZz2gmhc,N,1,0,0,6.75,-0.425560161,-0.746772196,-1.186605576,0,0.75,0,8.895833333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-43,stuZq83gfs,N,0.5,0,0,7,-0.237558036,9.747814274,8.837032782,0.5,0.5,1,28.83333333,0,0,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-44,stuZes44g9,N,0.333333333,0,0.666666667,9.666666667,-0.213946768,-1.173652425,-1.28556285,0.666666667,3,0,6.85,2,2.333333333,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-45,stuZa9ykl0,N,1,0,0,10,-0.152299876,1.010794463,1.656837437,0,0,0,11,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-46,stuZcao8a9,N,0,0,1,7.75,-0.130944293,-0.964378334,-0.882897418,1,18.5,2.5,7.153571429,2.25,3,3,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-47,stuZbesazn,Y,1,0,0,9,-0.268292683,0.59109205,0.753502021,0,0,0,9,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-48,stuZnt8mrw,N,1,0,0,25,0.308950017,1.505023271,2.564733433,0,0,0,17.57142857,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-50,stuZ3ilopc,N,0.5,0,0,10,0.064719869,-0.40533847,-1.999347228,0.5,0.5,0.5,10.25,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-51,stuZmwzvdx,N,0.666666667,0.333333333,0.333333333,8.666666667,-0.361768295,-1.115232281,-1.89002705,0.333333333,0.666666667,0.333333333,12.1,0.333333333,0.333333333,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-52,stuZc0q0x3,N,0.5,0,0,39,2.23047176,-0.199526443,-1.645402732,0.5,0.5,0,39,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-54,stuZy39wrp,N,0.666666667,0,0.666666667,8,-0.390496355,-1.290330603,-1.782475028,0.333333333,7,4,6.085823755,1,1,1.666666667,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-56,stuZy9ooyh,N,1,0,0,8,0.403496741,-0.296538201,0.018957733,0,0,0,12.8,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-59,stuZetcek4,N,1,0,0,38,1.77654321,1.424948587,5.645343509,0,0,0,34,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-60,stuZz2gmhc,N,1,0,0,4.166666667,-0.444068623,-1.175201824,-1.933483671,0,0,0,8.733333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-61,stuZ7pe2qa,N,1,0,0,7,-0.211342965,0.986325903,0.294937473,0,0,0,11.08333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-62,stuZq83gfs,N,0.75,0,0.75,5.75,-0.21102674,0.853788172,3.711043852,0.25,0.25,0.25,15.66220238,2.25,3.5,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-63,stuZes44g9,N,0,0,0.8,7.4,-0.637614132,-2.086310666,-3.258073101,1,3.8,1.4,9.580974026,2.2,2.8,2.6,0.6
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-64,stuZa9ykl0,N,1,0,0,5,-0.24351357,-0.863012835,-0.513628024,0,0.2,0,6.773333333,0,0,1.4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-66,stuZbesazn,N,1,0,0,5,-0.441632653,-0.234012902,-1.063129786,0,2,0,14.33333333,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-67,stuZnt8mrw,N,1,0,0,39,2.179352908,5.061716309,12.05910338,0,0,0,23,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-69,stuZ3ilopc,N,1,0,0.5,8,-0.15148168,-0.138299652,-0.795386726,0,0.5,0,9.0625,1,1,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-7,stuZa9ykl0,N,1,0,0,24,0.456368628,0,0,0,0,0,24,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-70,stuZmwzvdx,N,1,0,0,6.333333333,-0.390217711,-1.044707904,-2.436171081,0,0,0,6.341269841,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-71,stuZc0q0x3,N,0.5,0.5,0.5,10,0.105491643,-0.442439487,-1.306471957,0.5,1,0.5,4.95,0.5,0.5,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-73,stuZy39wrp,N,0,0,1,23,0.090909091,0.500150441,0.914334838,1,2,13,4.297297297,1,1,4,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-74,stuZz7hnu0,N,1,0,0,20,0.551546392,2.063695247,1.935603171,0,0,0,19.5,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-75,stuZy9ooyh,N,0,0,1,10.5,0.45045045,2.593208593,1.301986398,1,3.5,0.5,10.5,2.5,2.5,2.5,0.5
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-77,stuZq7c6ht,N,0.75,0,0,6.5,-0.493959503,-0.928332282,-0.600560033,0.25,1,1.25,6.591666667,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-78,stuZetcek4,N,1,0,0,32,1.125212465,4.424439812,4.730878674,0,0,0,38.5,0,0,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-79,stuZz2gmhc,N,1,0,0.333333333,9,-0.628042254,-1.391332676,-1.198671808,0,0.333333333,0,8.738888889,0,0.333333333,2,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-8,stuZcao8a9,N,1,0,0,3.5,-0.402179777,-0.696773849,-0.655057325,0,0,0,4.291666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-80,stuZ7pe2qa,N,1,0,0,18,0.341446573,0.67693215,12.71890787,0,0,0,21,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-81,stuZq83gfs,N,0.666666667,0,0.333333333,1.666666667,-0.535964146,12.27123738,11.66567018,0.333333333,1.333333333,1.333333333,2.407407407,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-82,stuZes44g9,N,0.6,0,0.6,2.2,-0.664424547,-1.495977079,-2.19613402,0.4,4,0,4.354493464,1.8,2.4,2.4,0.6
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-83,stuZa9ykl0,N,1,0,0,29,0.800658778,-1.379662151,-2.25956893,0,1,0,18,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-85,stuZbesazn,N,1,0,0,4,0,-1.17895257,-2.397047671,0,0,0,5,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-86,stuZnt8mrw,N,0,1,0,52,2.741269134,0.558850676,7.796577395,1,1,3,52.8,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-88,stuZ3ilopc,N,0.666666667,0.333333333,0,7.666666667,-0.369800808,-0.158307125,-0.386070388,0.333333333,0.333333333,0.666666667,7.611111111,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-89,stuZmwzvdx,N,1,0,0.25,3.25,-0.502711988,-1.385975674,-2.249934144,0,1.25,0,3.961616162,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-9,stuZbesazn,N,0.8,0.2,0,4.6,-0.427734724,-1.355006092,-2.01141305,0.2,0.4,0.2,3.376666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-90,stuZc0q0x3,N,1,0,0,5,-0.131914894,0.881230787,0.556122616,0,0,0,7.2,0,0,1,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-92,stuZy39wrp,N,0.5,0.5,0.5,6.5,0.196808511,0.405680701,0.675878589,0.5,1,0.5,5,0.5,0.5,1.5,0
awagner-closeloop-ins_iellyr-03.30.2011_at_12:23:17-93,stuZz7hnu0,N,1,0,0,-1,-1,-0.101391482,-1.36904214,0,0,0,7,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-1,stuZu7hfhw,N,1,0,0.5,8.75,-0.439864368,-1.407490889,-2.144496906,0,5.75,0,11.125,0,0.5,0.75,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-10,stuZy5vvzo,N,1,0,0,8.333333333,-0.148164802,0.335191619,0.59467231,0,0,0,9.357142857,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-13,stuZw5vc19,N,0,1,0,13,0.182427238,1.392150475,0.544045777,1,2,6,13.93333333,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-14,stuZx59mub,N,1,0,1,8,-0.541818182,1.288030664,2.017455709,0,1,0,8,1,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-16,stuZqof4gv,N,1,0,0,8.5,-0.238525448,-1.207581161,-1.383556771,0,1.5,0,11.2,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-17,stuZzwgcq9,N,1,0,0,25,0.305657851,0.617671001,1.395521511,0,5,0,19,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-18,stuZxtsjjl,N,1,0,0,14.5,0.454333454,-0.881150518,-1.887602734,0,0,0,12.18333333,0,0,1.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-19,stuZcqzzcc,N,1,0,0,9,0.272727273,0.678240741,3.012836801,0,0,0,9,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-20,stuZdzt2zw,N,1,0,0,19,0.412049025,0.497329898,-0.234006571,0,1,0,18.6,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-21,stuZ6dkan1,N,0.75,0,0,8,-0.106510175,0.484237566,1.683712562,0.25,0.25,0.75,7.803174603,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-22,stuZp2z1xx,N,0.75,0,0.5,4.75,-0.353507107,-0.754676658,-1.941307713,0.25,4,0,11.2452381,0,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-23,stuZa66jjy,N,1,0,0,13,0.103753075,1.238015567,0.20484557,0,0,0,17.125,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-24,stuZvj7632,N,0.8,0,0,5.2,-0.560958401,-1.649690098,-2.146278703,0.2,0.6,0.4,8.666969697,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-26,stuZu7hfhw,N,1,0,0,3.666666667,-0.569936544,-1.112099757,-2.545582692,0,0.666666667,0,7.131907308,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-28,stuZf5hc3l,N,0.5,0.5,0,7,0,2.438423129,1.058725714,0.5,0.5,1,10.16666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-29,stuZchrz7k,N,1,0,0,16.5,-0.242331505,-0.254695911,-1.390241714,0,0,0,23.11111111,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-30,stuZ4yabys,N,1,0,0,4,-0.318181818,-1.97394712,-2.224092212,0,0,0,6.666666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-31,stuZlawq0v,N,1,0,0,19,0.464682941,0.216590363,0.967192761,0,1,0,10.18181818,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-32,stuZz2vfqg,N,1,0,0,1.5,-0.649342765,-0.026650735,-1.335149095,0,0,0,14.75,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-34,stuZbju6cm,N,1,0,1,26,1.358888356,0.307559468,-0.726541865,0,1,0,9.928571429,1,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-35,stuZy5vvzo,N,1,0,0.333333333,6,-0.251476091,-1.718515059,-2.809340332,0,0.666666667,0,11.33333333,0.666666667,0.666666667,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-38,stuZw5vc19,N,1,0,0,14,0.736076267,-0.243580529,-1.283229181,0,2,0,8.357142857,0,0,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-39,stuZx59mub,N,1,0,0,51,-0.133333333,-1.270083328,-1.391633354,0,0,0,35.75,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-4,stuZchrz7k,N,0.5,0,0,35,1.97575359,0.549996703,2.685707623,0.5,0.5,0.5,35.25,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-41,stuZqof4gv,N,1,0,0,9.5,-0.261935202,-0.661036793,-0.475423261,0,2,0,9.666666667,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-42,stuZzwgcq9,Y,1,0,0,29,1.368325901,7.612618086,8.273594563,0,2,0,39.18181818,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-43,stuZxtsjjl,N,1,0,0,12.5,0.082456398,1.803184129,1.059154146,0,0,0,11.875,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-44,stuZcqzzcc,N,0,0,0.875,2.5,-0.633039618,-1.895805165,-3.182970525,1,34.25,29.125,6.872097172,2.625,4.375,3.75,0.875
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-45,stuZdzt2zw,N,1,0,0,6.5,0.003602077,0.593549242,1.51047257,0,2.5,0,10.43706294,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-46,stuZ6dkan1,N,1,0,0,11.5,-0.262963021,-0.09623547,-0.492635024,0,0,0,25.91071429,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-47,stuZp2z1xx,Y,1,0,0,39,2.494649417,-1.308908461,-1.899154195,0,4,0,12.75,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-48,stuZa66jjy,N,0.333333333,0,1,5.333333333,-0.410612245,2.761554058,2.556020972,0.666666667,3.666666667,0,8.975989783,2.666666667,3,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-49,stuZvj7632,N,1,0,0,27,0.803210576,-0.90800442,0.439840461,0,0,0,15.8,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-5,stuZ4yabys,N,1,0,0,6,-0.056179775,-1.035258359,-2.501252962,0,0,0,6.625,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-53,stuZf5hc3l,N,1,0,1,21,1.201855496,2.219025067,2.881008677,0,2,0,14.42857143,2,2,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-54,stuZchrz7k,N,0,0,1,3,-0.796363636,-0.580901822,-1.23156095,1,2.5,2,14.86538462,1.5,1.5,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-55,stuZ4yabys,N,0,0,0.5,15,0.026710516,-0.884056034,-1.608479158,1,1.5,2.5,17.44090909,0.5,0.5,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-57,stuZz2vfqg,N,0.666666667,0,0.333333333,8.333333333,-0.31446382,-1.948786415,-2.484869357,0.333333333,1.666666667,5.666666667,10.84587814,0.333333333,0.333333333,0.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-59,stuZbju6cm,N,1,0,0,13,0.034364261,1.543936799,0.84485263,0,2,0,13,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-6,stuZlawq0v,N,0.666666667,0,0.333333333,8,0.025173744,-0.859333621,-1.735780715,0.333333333,4.333333333,2.666666667,5.555555556,0,0,2.333333333,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-60,stuZy5vvzo,N,0,0,1,6,-0.52071522,1.506998924,1.12778779,1,4.5,0,15.11538462,2.5,2.5,3,0.5
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-64,stuZx59mub,N,1,0,0,19,0.412049025,-0.235871239,-0.552407894,0,0,0,19,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-67,stuZzwgcq9,N,0,0,1,205,13.54153663,32.65928055,40.30004678,1,2,2,41.5,1,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-68,stuZxtsjjl,N,1,0,0,5.666666667,-0.21904679,-0.25424489,-1.088126508,0,0,0,7.479365079,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-7,stuZz2vfqg,N,1,0,0,8,0,-0.671438467,-0.945023373,0,0,0,17,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-70,stuZdzt2zw,N,1,0,0,10.5,-0.141269187,-0.082716195,-0.506570567,0,1,0,8.958823529,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-71,stuZ6dkan1,N,1,0,0,15,0.182130584,0.067458016,-0.655577045,0,0,0,26.625,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-72,stuZp2z1xx,N,0.333333333,0.333333333,0,6.666666667,-0.19379945,-0.585876568,-1.072825601,0.666666667,2.666666667,7.666666667,7.777777778,0,0,0.333333333,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-74,stuZvj7632,N,0,0,1,5.75,-0.661031135,-1.405590894,-1.172274039,1,5.5,2,6.857463768,3,4.25,2.75,0.75
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-75,stuZ75arc5,N,0,0,1,23,0.722728702,8.653715083,9.076373539,1,3,0,23.81818182,2,2,3,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-76,stuZu7hfhw,N,0,0,1,14,-0.384375375,-0.619584783,-1.5525021,1,35,16,20.63911383,3,5,3,0.666666667
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-78,stuZf5hc3l,N,0,0,1,9.666666667,-0.099103057,-0.072084935,-0.458398786,1,6,1.666666667,12.16720085,3,4.666666667,1.666666667,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-8,stuZtw1yyx,N,0,0,0.5,11,-0.05266964,-1.013992283,-0.644086232,1,1.5,4.5,17.88392857,0.5,0.5,1.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-80,stuZ4yabys,N,1,0,0,17.66666667,0.528616286,-0.908985185,-1.102240973,0,6.333333333,0,10.17821068,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-81,stuZlawq0v,N,1,0,0,11,-0.227195467,-1.172618881,0.680272224,0,0,0,19.83333333,0,0,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-82,stuZz2vfqg,N,1,0,0,8.75,-0.386737293,-1.05241681,-1.358887026,0,3.5,0,8.983516484,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-83,stuZtw1yyx,N,0,0,1,6.666666667,-0.359936991,4.597269625,15.29324294,1,14,8.333333333,20.979439,3,4,3.666666667,1
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-84,stuZbju6cm,N,1,0,0,10,-0.172609073,-1.109729672,-2.168762372,0,1.5,0,9.890909091,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-85,stuZy5vvzo,N,0,0.5,0.5,11,0.013509061,6.640750221,13.36055811,1,2.5,4.5,26.14375,0.5,0.5,2.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-89,stuZx59mub,N,0,0,1,26,1.280395387,0.462822625,2.179022515,1,22,18,16.93548387,3,5,3,1
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-90,stuZ42oy6x,N,1,0,0,22,0.954063786,-1.403213583,-2.675058243,0,0,0,21.5,0,0,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-91,stuZqof4gv,N,1,0,1,11,0.411612267,3.30774377,3.759630051,0,0,0,12.59992888,1.5,2,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-94,stuZcqzzcc,N,0,0,1,10,-0.194424382,6.039981039,11.58084937,1,2,10,11.05263158,1,1,1,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-95,stuZdzt2zw,N,1,0,0.25,6.75,-0.30531933,-0.804499548,-0.546324854,0,0.5,0,10.87505972,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-98,stuZa66jjy,N,0.5,0,0.5,11,0.159393294,-1.265292836,-1.671627576,0.5,1,4,11.22727273,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_08:40:54-99,stuZvj7632,N,1,0,0,5,-0.383142292,-0.995182575,-1.166927192,0,1,0,9.868421053,0,0,0,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-1,stuZ69b5pz,N,0.5,0.5,0,19.5,0.551542897,0.869539453,2.421870767,0.5,1.5,1,24.89285714,0,0,2,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-10,stuZtp0ofb,N,1,0,0,11.5,1.191713073,1.687474882,2.710543021,0,0.5,0,16.48571429,0,0,0.5,0
awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-102,stuZwuemo0,N,0,0,1,28,1.252760252,-0.824921136,-1.271293375,1,11,12,8.454545455,3,5,4,1
