CustomerID,Gender,SeniorCitizen,Partner,Dependents,PaperlessBilling,PaymentMethod
5453-AXEPF,Male,0,Yes,No,Yes,Bank transfer (automatic)
5453-YBTWV,Male,0,Yes,Yes,Yes,Credit card (automatic)
5456-ITGIC,Male,1,Yes,No,Yes,Credit card (automatic)
5457-COLHT,Male,0,Yes,Yes,No,Bank transfer (automatic)
5458-CQJTA,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
5461-QKNTN,Male,1,Yes,No,Yes,Electronic check
5465-BUBFA,Female,0,Yes,Yes,No,Bank transfer (automatic)
5468-BPMMO,Male,0,Yes,No,No,Electronic check
5469-CTCWN,Male,0,Yes,Yes,Yes,Electronic check
5469-NUJUR,Male,0,No,No,Yes,Mailed check
5472-CVMDX,Female,0,No,No,No,Mailed check
5473-KHBPS,Female,0,Yes,Yes,Yes,Credit card (automatic)
5474-LAMUQ,Male,0,Yes,No,No,Mailed check
5478-JJVZK,Female,0,No,No,Yes,Mailed check
5480-HPRRX,Female,1,No,No,No,Electronic check
5480-TBGPH,Female,0,Yes,No,Yes,Credit card (automatic)
5480-XTFFL,Female,0,Yes,Yes,No,Mailed check
5481-NTDOH,Female,1,Yes,No,Yes,Credit card (automatic)
5482-NUPNA,Female,0,No,No,Yes,Mailed check
5482-PLVPE,Female,1,No,No,No,Electronic check
5482-VXSXJ,Male,0,No,No,Yes,Mailed check
5485-ITNPC,Male,0,Yes,No,Yes,Bank transfer (automatic)
5485-WUYWF,Male,1,No,No,No,Bank transfer (automatic)
5493-SDRDQ,Male,0,No,No,Yes,Mailed check
5494-HECPR,Female,0,No,No,Yes,Electronic check
5494-WOZRZ,Female,0,Yes,Yes,Yes,Credit card (automatic)
5495-GPSRW,Male,0,No,No,Yes,Mailed check
5498-IBWPI,Female,0,Yes,Yes,Yes,Credit card (automatic)
5498-TXHLF,Female,0,Yes,Yes,No,Electronic check
5499-ECUTN,Female,0,Yes,No,Yes,Credit card (automatic)
5501-TVMGM,Male,0,No,No,Yes,Electronic check
5502-RLUYV,Female,0,Yes,Yes,Yes,Electronic check
5504-WSIUR,Female,0,No,No,Yes,Bank transfer (automatic)
5505-OVWQW,Female,0,No,No,No,Mailed check
5510-BOIUJ,Male,0,No,Yes,No,Mailed check
5512-IDZEI,Male,0,Yes,Yes,No,Electronic check
5514-YQENT,Male,0,No,Yes,Yes,Electronic check
5515-AKOAJ,Female,0,No,No,Yes,Electronic check
5515-IDEJJ,Male,0,Yes,Yes,No,Mailed check
5515-RUGKN,Male,0,No,No,Yes,Credit card (automatic)
5519-NPHVG,Female,0,No,No,Yes,Electronic check
5519-TEEUH,Male,0,No,Yes,Yes,Mailed check
5519-YLDGW,Female,0,Yes,No,Yes,Electronic check
5520-FVEWJ,Female,0,Yes,Yes,Yes,Electronic check
5522-JBWMO,Male,0,No,Yes,No,Electronic check
5522-NYKPB,Male,0,Yes,Yes,No,Electronic check
5524-KHNJP,Male,0,Yes,Yes,No,Credit card (automatic)
5527-ACHSO,Female,0,No,No,No,Mailed check
5529-GIBVH,Female,0,No,No,No,Mailed check
5533-NHFRF,Male,1,No,No,Yes,Electronic check
5533-RJFTJ,Male,0,No,No,Yes,Bank transfer (automatic)
5536-RTPWK,Male,0,Yes,No,Yes,Bank transfer (automatic)
5536-SLHPM,Female,0,Yes,No,Yes,Electronic check
5537-UXXVS,Female,0,Yes,No,No,Bank transfer (automatic)
5539-HIVAK,Female,1,Yes,No,No,Mailed check
5539-TMZLF,Male,1,No,No,Yes,Electronic check
5542-DHSXL,Female,0,Yes,No,No,Mailed check
5542-NKVRU,Female,0,No,No,Yes,Bank transfer (automatic)
5542-TBBWB,Male,0,No,No,Yes,Electronic check
5543-QDCRY,Male,0,No,No,Yes,Electronic check
5546-BYZSM,Female,0,No,No,No,Electronic check
5546-QUERU,Male,0,No,No,Yes,Mailed check
5549-ZGHFB,Male,0,Yes,Yes,No,Mailed check
5550-VFRLC,Female,1,No,No,Yes,Electronic check
5552-ZNFSJ,Male,0,No,No,No,Electronic check
5553-AOINX,Female,1,Yes,Yes,Yes,Electronic check
5555-RNPGT,Male,0,No,Yes,No,Credit card (automatic)
5561-NWEVX,Female,1,Yes,No,No,Electronic check
5562-BETPV,Male,0,Yes,Yes,No,Mailed check
5562-YJQGT,Female,0,No,No,No,Credit card (automatic)
5564-NEMQO,Female,1,No,No,Yes,Bank transfer (automatic)
5565-FILXA,Female,1,No,No,Yes,Electronic check
5566-SOEZD,Male,0,Yes,Yes,Yes,Credit card (automatic)
5567-GZKQY,Male,0,No,No,No,Credit card (automatic)
5567-WSELE,Male,1,Yes,No,Yes,Electronic check
5568-DMXZS,Female,0,No,No,Yes,Electronic check
5569-IDSEY,Male,0,Yes,No,Yes,Bank transfer (automatic)
5569-KGJHX,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5569-OUICF,Female,1,Yes,No,Yes,Credit card (automatic)
5570-PTWEH,Female,0,Yes,No,Yes,Credit card (automatic)
5572-ZDXHY,Female,0,No,No,Yes,Mailed check
5574-NXZIU,Male,0,No,No,No,Credit card (automatic)
5575-GNVDE,Male,0,No,No,No,Mailed check
5575-TPIZQ,Male,0,No,No,Yes,Credit card (automatic)
5577-OTWWW,Female,0,No,No,No,Bank transfer (automatic)
5578-NKCXI,Female,0,Yes,Yes,No,Credit card (automatic)
5583-EJXRD,Male,0,Yes,Yes,Yes,Credit card (automatic)
5583-SXDAG,Male,0,Yes,No,No,Electronic check
5590-BYNII,Male,0,No,No,Yes,Electronic check
5590-YRFJT,Female,0,Yes,No,Yes,Electronic check
5590-ZSKRV,Female,0,Yes,Yes,No,Mailed check
5593-SUAOO,Female,0,Yes,Yes,No,Bank transfer (automatic)
5597-GLBUC,Female,0,No,No,Yes,Electronic check
5598-IKHQQ,Female,0,No,No,No,Credit card (automatic)
5599-HVLTW,Female,1,No,No,Yes,Bank transfer (automatic)
5600-KTXFM,Male,0,Yes,Yes,No,Mailed check
5600-PDUJF,Male,0,No,No,Yes,Credit card (automatic)
5602-BVFMK,Female,0,No,No,No,Mailed check
5605-IYGFG,Female,0,No,No,Yes,Bank transfer (automatic)
5605-XNWEN,Male,1,Yes,No,Yes,Bank transfer (automatic)
5606-AMZBO,Female,0,Yes,No,Yes,Credit card (automatic)
5609-CEBID,Female,1,No,No,Yes,Electronic check
5609-IMCGG,Female,0,No,No,Yes,Credit card (automatic)
5614-DNZCE,Female,0,No,No,Yes,Credit card (automatic)
5616-PRTNT,Male,0,No,Yes,Yes,Electronic check
5619-PTMIK,Female,0,Yes,No,No,Electronic check
5619-XZZKR,Male,0,No,No,No,Mailed check
5622-UEJFI,Female,0,Yes,Yes,Yes,Credit card (automatic)
5624-BQSSA,Female,0,No,No,No,Mailed check
5624-RYAMH,Female,0,No,No,Yes,Electronic check
5626-MGTUK,Female,0,No,No,Yes,Bank transfer (automatic)
5627-TVBPP,Female,0,No,Yes,Yes,Credit card (automatic)
5628-FCGYG,Male,0,No,No,Yes,Electronic check
5628-RKIFK,Female,1,No,No,No,Credit card (automatic)
5630-AHZIL,Female,0,No,Yes,Yes,Bank transfer (automatic)
5630-IXDXV,Female,0,No,No,Yes,Electronic check
5639-NTUPK,Male,0,No,Yes,Yes,Credit card (automatic)
5640-CAXOA,Female,0,No,No,Yes,Credit card (automatic)
5641-DMBFJ,Female,0,Yes,No,Yes,Electronic check
5642-MHDQT,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5644-PDMZC,Female,1,No,No,No,Electronic check
5647-FXOTP,Female,1,Yes,No,Yes,Electronic check
5647-URDKA,Male,0,Yes,Yes,No,Mailed check
5649-ANRML,Male,1,No,No,Yes,Credit card (automatic)
5649-RXQTV,Male,0,No,No,Yes,Electronic check
5649-TJHOV,Male,1,Yes,No,No,Bank transfer (automatic)
5649-VUKMC,Female,0,No,No,No,Mailed check
5650-VDUDS,Female,0,No,No,Yes,Mailed check
5650-YLIBA,Male,0,No,No,Yes,Electronic check
5651-CPDND,Male,0,No,No,No,Mailed check
5651-CRHKQ,Female,0,Yes,No,Yes,Bank transfer (automatic)
5651-WYIPH,Female,1,No,No,Yes,Credit card (automatic)
5651-YLPRD,Female,0,Yes,Yes,Yes,Electronic check
5652-MSDEY,Female,0,No,No,Yes,Mailed check
5655-JSMZM,Male,1,No,No,Yes,Electronic check
5656-JAMLX,Male,0,No,No,No,Bank transfer (automatic)
5656-MJEFC,Male,0,Yes,Yes,No,Credit card (automatic)
5663-QBGIS,Male,1,Yes,No,No,Bank transfer (automatic)
5666-CYCYZ,Female,0,No,No,Yes,Electronic check
5666-MBJPT,Male,0,No,No,Yes,Bank transfer (automatic)
5668-MEISB,Female,0,Yes,Yes,No,Credit card (automatic)
5669-SRAIP,Female,0,No,No,No,Electronic check
5671-RQRLP,Female,1,Yes,No,Yes,Credit card (automatic)
5671-UUNXD,Female,1,Yes,No,Yes,Electronic check
5673-FSSMF,Female,0,No,No,Yes,Electronic check
5673-TIYIB,Male,0,No,No,Yes,Credit card (automatic)
5676-CFLYY,Male,0,Yes,Yes,Yes,Credit card (automatic)
5678-VFNEQ,Female,0,Yes,No,Yes,Credit card (automatic)
5680-LQOGP,Female,0,No,No,Yes,Credit card (automatic)
5681-LLOEI,Male,0,Yes,Yes,Yes,Credit card (automatic)
5684-FJVYR,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5685-IIXLY,Female,0,Yes,Yes,Yes,Electronic check
5686-CMAWK,Male,0,No,No,No,Electronic check
5687-DKDTV,Female,0,No,No,No,Mailed check
5688-KZTSN,Male,0,Yes,Yes,Yes,Electronic check
5692-FPTAH,Female,0,No,No,Yes,Mailed check
5692-ICXLW,Male,1,No,No,Yes,Electronic check
5693-PIPCS,Male,0,No,No,Yes,Credit card (automatic)
5696-CEIQJ,Male,0,Yes,Yes,No,Bank transfer (automatic)
5696-EXCYS,Male,0,No,No,No,Credit card (automatic)
5696-JVVQY,Female,0,Yes,Yes,Yes,Credit card (automatic)
5696-QURRL,Male,0,No,No,Yes,Mailed check
5697-GOMBF,Female,1,Yes,Yes,Yes,Electronic check
5698-BQJOH,Female,0,No,No,No,Electronic check
5699-BNCAS,Male,1,No,No,Yes,Mailed check
5701-GUXDC,Female,0,Yes,No,No,Credit card (automatic)
5701-SVCWR,Female,0,No,Yes,No,Mailed check
5701-YVSVF,Female,1,Yes,No,Yes,Electronic check
5701-ZIKJE,Male,0,No,No,Yes,Mailed check
5702-KVQRD,Male,0,Yes,No,Yes,Electronic check
5702-SKUOB,Female,0,Yes,No,No,Mailed check
5707-ORNDZ,Male,1,No,No,No,Electronic check
5707-ZMDJP,Male,0,Yes,Yes,Yes,Mailed check
5708-EVONK,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5709-LVOEQ,Female,0,Yes,Yes,No,Mailed check
5712-AHQNN,Female,0,No,No,Yes,Electronic check
5712-PTIWW,Male,0,No,No,Yes,Electronic check
5712-VBOXD,Female,0,No,No,Yes,Credit card (automatic)
5716-EZXZN,Female,0,Yes,Yes,Yes,Credit card (automatic)
5716-LIBJC,Female,0,No,Yes,Yes,Credit card (automatic)
5724-BIDBU,Male,0,Yes,No,Yes,Electronic check
5726-CVNYA,Female,0,Yes,Yes,Yes,Mailed check
5727-MYATE,Male,0,Yes,Yes,Yes,Credit card (automatic)
5729-KLZAR,Female,0,Yes,Yes,No,Electronic check
5730-DBDSI,Male,0,No,No,No,Bank transfer (automatic)
5730-RIITO,Female,1,No,No,Yes,Credit card (automatic)
5732-IKGQH,Male,1,Yes,No,Yes,Bank transfer (automatic)
5734-EJKXG,Female,0,No,No,Yes,Electronic check
5736-YEJAX,Male,0,No,Yes,Yes,Credit card (automatic)
5740-YHGTW,Male,0,Yes,Yes,Yes,Credit card (automatic)
5743-KHMNA,Male,0,No,No,No,Bank transfer (automatic)
5747-PMBSQ,Male,1,Yes,No,Yes,Mailed check
5748-RNCJT,Male,0,No,No,Yes,Bank transfer (automatic)
5751-USDBL,Male,0,Yes,Yes,No,Mailed check
5753-QQWPW,Female,0,No,No,Yes,Electronic check
5756-JYOJT,Female,0,No,No,No,Credit card (automatic)
5756-OZRIO,Male,1,Yes,No,No,Bank transfer (automatic)
5759-RCVCB,Female,0,No,No,No,Credit card (automatic)
5760-FXFVO,Male,0,No,No,Yes,Electronic check
5760-IFJOZ,Male,0,No,No,No,Mailed check
5760-WRAHC,Female,1,No,No,Yes,Mailed check
5762-TJXGK,Female,0,No,No,Yes,Bank transfer (automatic)
5766-FTRTS,Male,0,Yes,No,No,Mailed check
5766-XQXMQ,Female,0,No,No,Yes,Bank transfer (automatic)
5766-ZJYBB,Male,0,No,No,No,Mailed check
5774-QPLTF,Male,0,Yes,Yes,Yes,Mailed check
5774-XZTQC,Female,0,Yes,Yes,No,Mailed check
5777-KJIRB,Female,0,No,No,Yes,Mailed check
5777-ZPQNC,Female,0,No,No,No,Electronic check
5778-BVOFB,Female,0,No,No,Yes,Bank transfer (automatic)
5780-INQIK,Female,0,No,No,No,Electronic check
5781-BKHOP,Female,0,Yes,No,No,Bank transfer (automatic)
5781-RFZRP,Male,0,Yes,No,No,Credit card (automatic)
5787-KXGIY,Male,0,Yes,No,No,Credit card (automatic)
5788-YPOEG,Female,0,Yes,Yes,No,Mailed check
5789-LDFXO,Male,0,No,No,No,Electronic check
5791-KAJFD,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5792-JALQC,Female,1,No,No,No,Bank transfer (automatic)
5793-YOLJN,Female,0,Yes,Yes,No,Mailed check
5795-BKOYE,Female,0,Yes,Yes,No,Bank transfer (automatic)
5795-KTGUD,Female,0,Yes,No,Yes,Bank transfer (automatic)
5797-APWZC,Female,0,No,No,No,Electronic check
5799-JRCZO,Female,0,No,Yes,No,Credit card (automatic)
5802-ADBRC,Female,0,Yes,No,Yes,Mailed check
5803-NQJZO,Male,0,Yes,No,Yes,Bank transfer (automatic)
5804-HYIEZ,Male,0,Yes,Yes,Yes,Electronic check
5804-JMYIO,Female,0,Yes,Yes,No,Mailed check
5804-LEPIM,Female,1,No,No,Yes,Electronic check
5808-TOTXO,Female,0,No,Yes,Yes,Credit card (automatic)
5811-IWXYM,Female,0,Yes,Yes,No,Bank transfer (automatic)
5813-UECBU,Male,1,No,No,Yes,Credit card (automatic)
5815-HGGHV,Male,0,Yes,No,Yes,Mailed check
5816-JMLGY,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5816-QVHRX,Female,0,No,No,No,Credit card (automatic)
5816-SCGFC,Female,1,No,No,Yes,Mailed check
5820-PTRYM,Female,1,Yes,No,Yes,Credit card (automatic)
5821-MMEIL,Female,0,Yes,No,No,Bank transfer (automatic)
5825-XJOCM,Male,0,No,Yes,Yes,Bank transfer (automatic)
5827-MWCZK,Male,0,Yes,Yes,Yes,Credit card (automatic)
5828-AVIPD,Male,0,Yes,Yes,Yes,Electronic check
5828-DWPIL,Male,1,Yes,No,Yes,Electronic check
5829-NVSQN,Female,0,Yes,No,Yes,Bank transfer (automatic)
5832-EXGTT,Male,0,Yes,Yes,Yes,Mailed check
5832-TRLPB,Male,0,No,No,Yes,Bank transfer (automatic)
5832-XKAES,Male,0,No,No,Yes,Credit card (automatic)
5834-ASPWA,Male,0,No,No,Yes,Electronic check
5835-BEQEU,Male,0,No,No,Yes,Electronic check
5837-LXSDN,Female,0,Yes,Yes,Yes,Credit card (automatic)
5839-SUYVZ,Male,0,No,No,Yes,Credit card (automatic)
5840-NVDCG,Female,0,Yes,Yes,No,Bank transfer (automatic)
5842-POCOP,Female,0,Yes,No,Yes,Mailed check
5843-TTHGI,Female,0,No,No,Yes,Mailed check
5844-QVTAT,Female,0,Yes,Yes,Yes,Mailed check
5845-BZZIB,Male,0,Yes,Yes,No,Mailed check
5846-ABOBJ,Male,0,Yes,No,No,Bank transfer (automatic)
5846-NEQVZ,Male,0,Yes,Yes,Yes,Credit card (automatic)
5846-QFDFI,Female,0,Yes,Yes,No,Credit card (automatic)
5847-MXBEO,Male,0,No,No,No,Mailed check
5848-FHRFC,Female,0,No,No,No,Bank transfer (automatic)
5849-ASHZJ,Male,0,No,Yes,No,Credit card (automatic)
5850-BDWCY,Female,0,No,No,No,Mailed check
5854-KSRBJ,Male,0,Yes,Yes,No,Mailed check
5855-EIBDE,Female,0,Yes,No,No,Credit card (automatic)
5857-TYBCJ,Male,1,Yes,No,Yes,Electronic check
5857-XRECV,Female,0,No,Yes,No,Bank transfer (automatic)
5858-EAFCZ,Male,0,No,No,No,Mailed check
5859-HZYLF,Male,0,Yes,Yes,Yes,Credit card (automatic)
5862-BRIXZ,Male,0,No,No,Yes,Bank transfer (automatic)
5863-OOKCL,Female,0,No,No,No,Mailed check
5868-CZJDR,Male,0,No,Yes,Yes,Mailed check
5868-YTYKS,Male,0,No,Yes,Yes,Mailed check
5868-YWPDW,Male,1,Yes,No,Yes,Electronic check
5871-DGTXZ,Male,0,No,No,No,Mailed check
5872-OEQNH,Female,0,No,No,Yes,Electronic check
5875-YPQFJ,Male,0,No,No,Yes,Electronic check
5876-HZVZM,Female,0,Yes,Yes,No,Credit card (automatic)
5876-QMYLD,Female,0,Yes,Yes,No,Mailed check
5879-HMFFH,Female,0,Yes,No,No,Bank transfer (automatic)
5879-SESNB,Female,0,No,No,No,Electronic check
5882-CMAZQ,Female,0,Yes,Yes,No,Electronic check
5883-GTGVD,Male,0,No,No,Yes,Electronic check
5884-FBCTL,Female,0,Yes,Yes,No,Bank transfer (automatic)
5884-GCYMI,Male,0,No,No,No,Mailed check
5886-VLQVU,Male,0,Yes,No,Yes,Bank transfer (automatic)
5887-IKKYO,Male,0,Yes,Yes,No,Bank transfer (automatic)
5889-JTMUL,Female,1,Yes,No,Yes,Electronic check
5889-LFOLL,Female,0,No,No,Yes,Electronic check
5893-KCLGT,Female,0,No,Yes,Yes,Mailed check
5893-PYOLZ,Male,0,No,No,Yes,Credit card (automatic)
5895-QSXOD,Male,0,No,No,No,Mailed check
5896-NPFWW,Male,0,Yes,Yes,Yes,Electronic check
5897-ZYEKH,Female,1,Yes,No,Yes,Electronic check
5898-IGSLP,Male,0,Yes,Yes,No,Electronic check
5899-MQZZL,Female,0,No,No,Yes,Mailed check
5899-OUVKV,Male,0,No,No,Yes,Electronic check
5902-WBLSE,Female,0,Yes,Yes,Yes,Credit card (automatic)
5906-BFOZT,Male,0,No,No,Yes,Mailed check
5906-CVLHP,Female,0,Yes,Yes,Yes,Credit card (automatic)
5906-DVAPM,Female,0,Yes,Yes,Yes,Credit card (automatic)
5908-QMGOE,Male,1,No,No,Yes,Credit card (automatic)
5909-ECHUI,Female,0,No,No,Yes,Electronic check
5913-INRQV,Male,1,Yes,No,No,Mailed check
5914-DVBWJ,Female,1,No,No,Yes,Electronic check
5914-GXMDA,Female,0,Yes,No,No,Mailed check
5914-XRFQB,Male,0,Yes,No,Yes,Bank transfer (automatic)
5915-ANOEI,Male,0,Yes,No,No,Mailed check
5915-DGNVC,Female,0,Yes,No,No,Electronic check
5916-QEWPT,Female,0,Yes,No,No,Credit card (automatic)
5917-HBSDW,Female,0,Yes,Yes,No,Electronic check
5917-RYRMG,Male,1,No,No,No,Credit card (automatic)
5918-VUKWP,Female,0,No,No,No,Bank transfer (automatic)
5919-TMRGD,Female,0,No,Yes,Yes,Electronic check
5919-VCZYM,Male,0,No,No,No,Mailed check
5921-NGYRH,Male,0,Yes,No,Yes,Mailed check
5922-ABDVO,Female,0,Yes,No,No,Mailed check
5923-GXUOC,Male,0,No,No,Yes,Electronic check
5924-IFQTT,Male,0,Yes,Yes,Yes,Electronic check
5924-SNGKP,Female,0,No,Yes,Yes,Credit card (automatic)
5928-QLDHB,Male,0,No,No,Yes,Electronic check
5930-GBIWP,Male,0,No,No,Yes,Credit card (automatic)
5931-FLJJF,Male,1,Yes,No,Yes,Mailed check
5934-RMPOV,Female,0,No,Yes,Yes,Electronic check
5934-TSSAU,Female,0,Yes,Yes,Yes,Credit card (automatic)
5935-FCCNB,Female,1,No,No,Yes,Electronic check
5937-EORGB,Male,1,Yes,No,Yes,Electronic check
5939-SXWHM,Male,0,Yes,Yes,No,Bank transfer (automatic)
5939-XAIXZ,Female,0,No,No,Yes,Mailed check
5940-AHUHD,Male,0,No,No,No,Mailed check
5940-NFXKV,Male,0,Yes,Yes,Yes,Electronic check
5944-UGLLK,Male,0,No,No,No,Credit card (automatic)
5945-AZYHT,Male,0,Yes,No,Yes,Electronic check
5947-SGKCL,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5948-UJZLF,Male,0,No,No,No,Mailed check
5949-EBSQK,Male,0,Yes,Yes,No,Credit card (automatic)
5949-HGVJL,Female,0,Yes,No,Yes,Electronic check
5949-XIKAE,Female,0,Yes,Yes,Yes,Electronic check
5950-AAAGJ,Male,0,No,No,No,Bank transfer (automatic)
5951-AOFIH,Male,0,No,No,Yes,Credit card (automatic)
5954-BDFSG,Female,0,No,No,Yes,Credit card (automatic)
5955-EPOAZ,Female,0,No,No,Yes,Mailed check
5955-ERIHD,Male,0,Yes,No,Yes,Electronic check
5956-VKDTT,Female,1,Yes,No,Yes,Electronic check
5956-YHHRX,Male,1,No,No,Yes,Electronic check
5959-BELXA,Male,1,No,No,Yes,Credit card (automatic)
5960-MVTUK,Male,0,No,No,Yes,Electronic check
5960-WPXQM,Male,0,No,No,Yes,Electronic check
5961-VUSRV,Female,0,No,No,Yes,Bank transfer (automatic)
5965-GGPRW,Male,0,Yes,Yes,No,Bank transfer (automatic)
5966-EMAZU,Male,0,Yes,No,Yes,Mailed check
5968-HYJRZ,Male,0,Yes,Yes,No,Mailed check
5968-VXZLG,Male,0,No,No,Yes,Bank transfer (automatic)
5968-XQIVE,Male,0,Yes,Yes,Yes,Electronic check
5970-GHJAW,Male,0,Yes,Yes,No,Credit card (automatic)
5973-EJGDP,Male,0,No,No,Yes,Electronic check
5975-BAICR,Male,0,Yes,Yes,Yes,Credit card (automatic)
5976-JCJRH,Male,0,Yes,No,Yes,Electronic check
5977-CKHON,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5980-BDHPY,Male,0,Yes,No,Yes,Bank transfer (automatic)
5980-NOPLP,Female,0,Yes,No,Yes,Electronic check
5981-ITEMU,Male,0,Yes,No,Yes,Bank transfer (automatic)
5981-ZVXOT,Female,1,No,No,Yes,Electronic check
5982-FPVQN,Female,0,Yes,Yes,Yes,Electronic check
5982-PSMKW,Female,0,Yes,Yes,Yes,Credit card (automatic)
5982-XMDEX,Female,0,No,No,No,Bank transfer (automatic)
5985-BEHZK,Female,1,Yes,No,No,Credit card (automatic)
5985-TBABQ,Female,0,No,No,No,Mailed check
5986-WWXDV,Male,0,No,Yes,No,Bank transfer (automatic)
5989-AXPUC,Female,0,Yes,No,No,Mailed check
5989-OMNJE,Female,0,Yes,Yes,No,Electronic check
5989-PGKJB,Female,0,No,No,Yes,Electronic check
5993-BQHEA,Male,0,No,No,No,Credit card (automatic)
5993-JSUWV,Female,0,No,No,Yes,Bank transfer (automatic)
5995-LFTLE,Male,0,No,No,Yes,Credit card (automatic)
5995-OIGLP,Male,0,No,No,No,Mailed check
5995-SNNEW,Male,1,Yes,No,Yes,Electronic check
5995-WWKKG,Female,0,No,No,Yes,Electronic check
5996-DAOQL,Male,0,No,No,Yes,Mailed check
5996-EBTKM,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
5996-NRVXR,Male,1,Yes,No,Yes,Credit card (automatic)
5997-OPVFA,Male,0,Yes,No,Yes,Bank transfer (automatic)
5998-DZLYR,Female,0,Yes,No,Yes,Bank transfer (automatic)
5998-VVEJY,Male,0,No,No,Yes,Electronic check
5999-LCXAO,Female,0,No,No,No,Mailed check
6000-APYLU,Male,0,No,No,Yes,Electronic check
6000-UKLWI,Male,0,No,No,No,Mailed check
6005-OBZPH,Female,1,No,No,Yes,Electronic check
6007-TCTST,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
6008-NAIXK,Male,1,No,No,Yes,Electronic check
6010-DDPPW,Male,0,Yes,No,No,Bank transfer (automatic)
6013-BHCAW,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
6015-VVHHE,Female,1,No,No,Yes,Credit card (automatic)
6016-LVTJQ,Female,0,Yes,Yes,No,Mailed check
6016-NXBNJ,Male,0,No,No,Yes,Mailed check
6017-PPLPX,Male,0,Yes,Yes,Yes,Electronic check
6022-KOUQO,Female,0,Yes,Yes,No,Bank transfer (automatic)
6022-UGGSO,Female,1,No,No,Yes,Electronic check
6023-GSSXW,Female,0,Yes,No,Yes,Credit card (automatic)
6023-YEBUP,Male,0,No,No,Yes,Electronic check
6024-RUGGH,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
6029-CSMJE,Male,0,No,No,Yes,Mailed check
6029-WTIPC,Male,1,No,No,Yes,Electronic check
6030-REHUX,Female,1,Yes,No,Yes,Electronic check
6032-IGALN,Female,0,No,No,Yes,Mailed check
6032-KRXXO,Male,0,No,No,Yes,Electronic check
6034-YMTOB,Female,0,No,No,Yes,Mailed check
6034-ZRYCV,Female,0,Yes,No,Yes,Electronic check
6035-BXTTY,Female,1,No,No,No,Bank transfer (automatic)
6035-RIIOM,Female,0,No,No,Yes,Bank transfer (automatic)
6036-TTFYU,Female,0,Yes,No,No,Mailed check
6038-GCYEC,Female,0,No,No,Yes,Credit card (automatic)
6040-CGACY,Female,0,No,No,No,Mailed check
6047-SUHPR,Male,0,Yes,Yes,No,Electronic check
6047-YHPVI,Male,0,No,No,Yes,Electronic check
6048-NJXHX,Male,0,Yes,No,Yes,Electronic check
6048-QBXKL,Female,1,No,No,Yes,Credit card (automatic)
6048-UWKAL,Female,1,Yes,No,No,Credit card (automatic)
6050-FFXES,Female,0,Yes,No,No,Bank transfer (automatic)
6050-IJRHS,Female,0,Yes,Yes,Yes,Electronic check
6051-PTVNS,Female,0,Yes,Yes,No,Credit card (automatic)
6060-DRTNL,Female,1,No,No,Yes,Mailed check
6060-QBMGV,Male,0,Yes,No,No,Credit card (automatic)
6061-GWWAV,Male,0,No,Yes,No,Mailed check
6061-PQHMK,Female,0,No,No,No,Credit card (automatic)
6064-PUPMC,Male,0,Yes,Yes,No,Credit card (automatic)
6064-ZATLR,Female,0,No,No,No,Bank transfer (automatic)
6067-NGCEU,Female,0,No,No,Yes,Credit card (automatic)
6072-NUQCB,Male,0,Yes,Yes,No,Bank transfer (automatic)
6075-QMNRR,Female,0,No,No,Yes,Bank transfer (automatic)
6075-SLNIL,Male,0,No,No,Yes,Credit card (automatic)
6077-BDPXA,Female,0,No,No,Yes,Electronic check
6078-VESFR,Male,1,Yes,No,No,Bank transfer (automatic)
6080-LNESI,Male,0,No,No,No,Mailed check
6080-TCMYC,Male,0,Yes,Yes,Yes,Electronic check
6082-GLJIX,Male,0,No,No,No,Mailed check
6082-OQFBA,Male,0,Yes,Yes,No,Mailed check
6086-ESGRL,Female,0,No,No,No,Credit card (automatic)
6087-MVHJH,Female,0,No,No,Yes,Electronic check
6087-YPWHO,Male,0,Yes,No,No,Mailed check
6088-BXMRG,Female,0,Yes,Yes,Yes,Electronic check
6092-QZVPP,Male,0,No,No,Yes,Credit card (automatic)
6094-ZIVKX,Female,0,No,No,Yes,Credit card (automatic)
6096-EGVTU,Female,0,Yes,Yes,No,Mailed check
6097-EQISJ,Female,0,Yes,Yes,Yes,Credit card (automatic)
6100-FJZDG,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
6100-QQHEB,Male,0,Yes,Yes,Yes,Electronic check
6101-IMRMM,Male,0,No,Yes,No,Mailed check
6103-BOCOU,Female,0,No,No,Yes,Electronic check
6103-LIANB,Male,0,Yes,Yes,Yes,Credit card (automatic)
6103-QCKFX,Female,0,Yes,Yes,No,Bank transfer (automatic)
